pimprod2041161,Murad,Targeted Eye Depuffer,Eye Treatments,Eye Serums,$64.00,0.5 oz,https://media.ulta.com/i/ulta/2614432?w=100&h=100&fmt=auto,315 Reviews,"Benefits
Under-eye treatment that helps visibly firm, tighten and brighten in 2 weeks*
Reduces the look of under-eye bags
Cooling metal applicator helps massage away puffiness for a more awakened look.
Key Ingredients
Microcurrent-Inspired Amino Acid Peptide: helps visibly firm, lift, and brighten.
Ginseng, Lily, and Caffeine: visibly reduce the intensity of under-eye bags.
Cooling Tip: instantly cools for an awakened, well-rested look
Research Results
In 2 weeks:
Clinically proven to reduce undereye puffiness*
Subjects agree skin around the eye feels tightened and firmed**
*via expert grading results
**Proven results reported by trial participants in a 4-week clinical study.
Item 2614432","Water/Aqua/Eau, Caffeine, Glycerin, Isopentyldiol, Propanediol, Octyldodecanol, Dimethyl Isosorbide, Pyrus Malus (Apple) Fruit Extract, Pfaffia Paniculata Root Extract, Ptychopetalum Olacoides Bark/Root Extract, Lilium Candidum Flower Extract, Acmella Oleracea Extract, Sodium Hyaluronate, Tetrahexyldecyl Ascorbate, Tetrapeptide-1, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Hydroxyacetophenone, Ethylhexylglycerin, Caprylyl/Capryl Glucoside, PVM/MA Decadiene Crosspolymer, Silica, Sodium Hydroxide, Citric Acid, Chlorphenesin, Sodium Benzoate, Caprylyl Glycol, Benzyl Alcohol, Xylitol, Caprylic Acid, Leuconostoc/Radish Root Ferment Filtrate, Tocopherol, Tin Oxide, Synthetic Fluorphlogopite, Titanium Dioxide (CI 77891).",Gently squeeze out formula from the tube (a little goes a long way). Gently massage all around the eye area (including lids) with the cooling applicator tip. Pat in excess product with fingertips - do not rub.
pimprod2038202,Kiehl's Since 1851,Ultra Pure High-Potency 1.5% Hyaluronic Acid Serum,Treatment & Serums,Face Serums,$36.00,1.0 oz,https://media.ulta.com/i/ulta/2607903?w=100&h=100&fmt=auto,464 Reviews,"Benefits
Add a drop of Kiehl's Hyaluronic Acid Serum to your liquid makeup (foundation or highlighter) to add a boost of hydration/sheer out the coverage to a tint
Key Ingredients
Hyaluronic Acid: helps skin better retain moisture to improve the look of resiliency and make skin feel more supple and bouncy by delivering skin-strengthening hydration
Research Results
After 1 Week, 83% Agree Skin Looks Replenished*
Instantly Boosts Hydration by +89%** Plumper Skin in 1 Week***
*Reported by consumers in a 4-week study.
**Based on an instrumental study.
***Expert grading in a 4-week clinical study.
Item 2607903","Aqua/Water, Glycerin, Sodium Hyaluronate, Phenoxyethanol, Chlorphenesin, Tetrasodium Glutamate Diacetate, Citric Acid.","In the morning and evening, apply 2 - 3 drops to clean, dry skin.
Try out Kiehl's Hyaluronic Acid serum skin hacks: Layer with Kiehl's Glycolic Acid Serum to gently exfoliate & improve texture. Layer with Kiehl's Niacinamide Serum to reduce oil & sooth skin."
pimprod2045701,Peach Slices,Body Breakout Patches,Treatment & Serums,Body Treatments,$9.99,6 ct,https://media.ulta.com/i/ulta/2625853?w=100&h=100&fmt=auto,14 Reviews,"Benefits
Effectively clears and prevents body breakouts
Oversized patch effectively targets body breakout clusters
Medical-grade hydrocolloid gently absorbs gunk, prevents picking, and creates a healing barrier
Fights breakouts while you sleep or during the day – easy to use day or night
Cica-infused to visibly soothe signs of inflammation, redness, and irritation
Flexible material stays put with painless removal
Peach Slices offers easy, clinical solutions, powered by K-beauty innovations, for tough skin issues like acne, oily skin, and redness. Formulated without any harsh chemicals: silicone, fragrance, and alcohol free
Key Ingredients
Cica: all-star K-beauty ingredient visibly soothes signs of inflammation, redness, and irritation
Item 2625853","Asiaticoside, Asiatic Acid, Madecassic Acid, Centella Asiatica Extract.
Patch: Hydrocolloid.","Prep: Cleanse targeted area and let fully dry.
Apply: Smooth on patch, gently pressing onto skin.
Remove: Wear for up to 6-8 hours, or overnight. Remove and reapply as needed. Remove to reveal visible improvement.
Precautions: Keep out of reach of children. For external use only. Do not use on damaged or broken skin. Stop using and ask a doctor if rash and/or irritation occurs. When using this product, keep out of eyes. Rinse with water to remove. If product is swallowed, get medical help or contact a Poison Control Center right away. Protect the product in this pouch from excessive heat and direct sun."
pimprod2046102,Clarins,Hydra-Essentiel Night Moisturizer,Moisturizers,Night Cream,$53.00,1.7 oz,https://media.ulta.com/i/ulta/2626924?w=100&h=100&fmt=auto,45 Reviews,"Benefits
Plumper skin in 60 seconds* + 24h Hydration**
Nourishes + comforts + smoothes
Helps minimize damage from environmental aggressors and pollution that lead to premature signs of aging
*For 76% of women, skin is visibly plumped - Consumer test, Hydra-Essentiel Night Cream, reported by 110 women after 60 seconds.
**Clinical test, 30 women, after 24 hours
Key Ingredients
Hyaluronic Acid of 100% natural origin locks in moisture.
Organic Leaf of Life extract powers the skin’s natural hydration.
Vegetal Squalane boosts the skin’s protective barrier to seal in moisture.
Research Results
Locks in moisture while you sleep with a combination of super-quenching Organic Leaf of Life* for a boost of long-lasting hydration, double hyaluronic acid [HA²] in high & low molecular weights + hyaluronic acid-filled pearls for an instant plumping effect.
Vegetal Squalane helps reinforce skin's moisture barrier against dehydrating environmental aggressors.
96% Skin is more supple upon waking*
*Consumer test, Hydra-Essentiel Night Cream, 106 women, upon waking
Item 2626924","Aqua/Water/Eau, Glycerin, Betaine, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Squalane, 1,2-Hexanediol, Dimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Polyacrylate Starch, Cetearyl Glucoside, Glyceryl Stearate, Peg-100 Stearate, Sucrose Palmitate, Parfum/Fragrance, Sodium Hyaluronate, Boron Nitride, Hydroxyacetophenone, Tocopheryl Acetate, Ethylhexylglycerin, Glyceryl Linoleate, Disodium Edta, Butylene Glycol, Citric Acid, Kalanchoe Pinnata Leaf Extract, Marrubium Vulgare Extract, Potassium Sorbate, Propanediol, Pectin, Guar Hydroxypropyltrimonium Chloride, Phenethyl Alcohol, Furcellaria Lumbricalis Extract, Sodium Benzoate, Lapsana Communis Flower/Leaf/Stem Extract, Maris Sal/Sea Salt/Sel Marin, [V4189A].","Smooth over clean face and neck each evening.
Apply with gentle press-and-release movements, avoiding the eye contour area.
Work downward, over neck and décolleté."
pimprod2030922,StriVectin,Super-C Dark Circle Brightening Eye Serum,Eye Treatments,Eye Serums,$65.00,0.5 oz,https://media.ulta.com/i/ulta/2591235?w=100&h=100&fmt=auto,99 Reviews,"Benefits
This lightweight and refreshing gel-serum targets discoloration with a potent, stabilized form of Vitamin C suitable for use around the eyes, plus Guava Leaf Extract and brightening botanicals correct the look of both blue and brown dark circles, while visibly firming this delicate skin
Visibly correct stubborn, dark under-eye circles with the power of Vitamin C
Ophthalmologist tested
Research Results
After just 4 Weeks*
93% reported dark circles looked improved
90% reported eye area looked less tired and fatigued
90% reported eye area looked firmer
Key Ingredients
Guava Leaf Extract
Vitamin C
Item 2591235","Aqua/Water/Eau, Propanediol, Polymethylsilsesquioxane, Hexylene Glycol, Sodium Polyacrylate, Glycerin, Dimethyl Isosorbide, Pentylene Glycol, Aminopropyl Ascorbyl Phosphate, Psidium Guajava Leaf Extract, Saccharomyces Lysate Extract, Jasminum Sambac Flower Extract, Crataegus Monogyna Flower Extract, Chrysin, N-Hydroxysuccinimide, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Acetyl Hexapeptide-8, Myristyl Nicotinate, Adenosine, Bacillus/Sea Salt Ferment Filtrate, Withania Somnifera Root Extract, Camellia Sinensis Leaf Extract, Astaxanthin, Acacial Senegal Gum, Hydrolyzed Rhizobian Gum, Tetrasodium Glutamate Diacetate, Steareth-20, Ethylhexylglycerin, Phloretin, Caprylyl Glycol, Zinc PCA, Chlorhexidine Digluconate, Silica, Biotin, Sodium Citrate, Citric Acid, Ascorbic Acid, Sodium Starch Octenylsuccinate, Cyclodextrin, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Sodium Hydroxide.",Use morning and evening on clean skin. Gently pat around orbital bone.
pimprod2014556,Perricone MD,Vitamin C Ester Citrus Brightening Cleanser,Cleansers,Face Wash,$39.00,6.0 oz,https://media.ulta.com/i/ulta/2561154?w=100&h=100&fmt=auto,249 Reviews,"Benefits
Non-drying formula cleanses without stripping skin of natural oils, visibly improving skin clarity, texture and tone
Skin is left looking radiant and feeling refreshed
Key Ingredients
Vitamin C Ester: supercharged brightening & smoothing
DMAE: intensive firming
Copper Complex: powerful skin strengthening hydration
Formulated Without
Soy, gluten, fish, milk, phthalates, parabens, oil, talc and mineral oil
Item 2561154","Water/Aqua, Sodium Laureth Sulfate, Decyl Glucoside, Cocamidopropyl Betaine, PPG-2 Hydroxyethyl Coco/Isostearamide, Sodium Chloride, Dimethyl MEA, Ascorbyl Palmitate, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Disodium EDTA, Citric Acid, Benzophenone-4, Methylchloroisothiazolinone, Methylisothiazolinone, Fragrance/Parfum, Limonene.","Lather a small amount in hands & gently massage onto damp skin. Rinse thoroughly with warm water. Use morning & evening. For best results, follow with your favorite Perricone MD treatment & moisturizer."
pimprod2017033,Neutrogena,Rapid Tone Repair Correcting Cream,Moisturizers,Face Moisturizer,$43.49,1.7 oz,https://media.ulta.com/i/ulta/2570177?w=100&h=100&fmt=auto,"4,706 Reviews","Benefits
This daily brightening cream from a dermatologist-recommended brand is clinically proven to help reduce the look of even the most stubborn dark spots
Diminish the look of discoloration and blotchiness while smoothing the look of fine lines and fading the look of deep wrinkles
Clinically proven correcting cream helps even tone and smooth out the look of wrinkles and fine lines
Key Ingredients
Powerful retinol SA helps smooth wrinkles and diminish the look of dark spots
Glucose Complex boosts retinol SA to provide rapid results on diminishing the look of fine lines and wrinkles
Vitamin C diffuses the look of dark spots while evening skin tone for healthier-looking skin
Hydrating hyaluronic acid helps skin retain moisture, plumps lines, and rejuvenates the look of skin
Research Results
Hydrates and plumps complexion with moisture for noticeably even skin tone in just one week
Item 2570177","Water, Pentaerythrityl Tetraethylhexanoate, Dimethicone, Glycerin, PPG-15 Stearyl Ether, Stearyl Alcohol, Cetearyl Alcohol, Butylene Glycol, Glyceryl Behenate, Ceteareth-20, Isohexadecane, Dimethicone Crosspolymer, Cellulose, Trisiloxane, Sodium Polyacrylate, Phenoxyethanol, Ascorbyl Glucoside, Caprylyl Glycol, Sodium Acryloyldimethyltaurate/VP Crosspolymer, Polyacrylamide, Fragrance, C13-14 Isoparaffin, Chlorphenesin, Polysorbate 20, Hydrolyzed Myrtus Communis Leaf Extract, Retinol, BHT, PTFE, Sodium Hyaluronate, Disodium EDTA, Sodium Hydroxide, Laureth-7","Apply twice daily to cleansed face and neck. Smooth a pearl-sized amount evenly in gentle massaging strokes until fully absorbed. Replace and tighten cap when not in use. For retinol beginners, gradually phase into your skincare routine, working up to twice daily as tolerated. In the daytime, always protect skin with a Broad Spectrum SPF 30 sunscreen or higher.
Precautions: You may experience mild redness, a warm, tingling sensation or flaking (skin exfoliation). These are normal, temporary indications that the formula is working. If effects persist/cause discomfort, reduce the frequency of use until your skin adjusts, then revert to daily use as tolerated. Avoid contact with eyes - if contact occurs, rinse well with water. In case of irritation, discontinue use. Keep out of reach of children. If swallowed, seek medical assistance. Use a sunscreen and limit sun exposure while using this product."
pimprod2035464,Bubble,Deep Dive Exfoliating Mask,Treatment & Serums,Face Peels & Exfoliators,$18.00,1.5 oz,https://media.ulta.com/i/ulta/2600872?w=100&h=100&fmt=auto,395 Reviews,"Benefits
For skin that needs exfoliating. If you don’t know if your skin needs exfoliating, some good signs are little bumps and whiteheads, uneven texture, dull tone, or makeup that won’t go on smoothly.
Fragrance Free
Key Ingredients
AHA Blend gently exfoliates your top layer of skin
PHA is a very gentle exfoliating acid that’s great for sensitive skin
Azelaic Acid is an excellent exfoliator that clears skin imperfections
Willow Bark Extract gently exfoliates while calming redness and reducing oiliness
Fruit Enzymes/Extracts break down the “glue” that binds dead skin cells together
Formulated Without
Denatured alcohols
Parabens
Artificial color
Added fragrance
Item 2600872","Water (Aqua), Glycolic Acid, Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Rubus Idaeus (Raspberry) Seed Oil, Potassium Hydroxide, Mandelic Acid, Gluconolactone, Salix Nigra (Willow) Bark Extract, Malic Acid, Pyrus Malus (Apple) Fruit Extract, Allantoin, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Lactic Acid, Azelaic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Leuconostoc/Radish Root Ferment Filtrate, Sodium Phytate, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, Ananas Sativus (Pineapple) Fruit Extract, Citric Acid, Curcuma Longa (Turmeric) Root Extract, Tocopherol, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract, Lactobacillus/Punica Granatum Fruit Ferment Extract, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Hydrolyzed Opuntia Ficus, 1,2-Hexanediol, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate.","Once a week, after cleansing, apply Deep Dive to clean, dry skin. Leave on for 10-15 minutes and remove with warm water and a washcloth. Avoid using with other exfoliating products. Use a moisturizer of your choice, and always follow-up Deep Dive with Float On Soothing Face Oil.
Precautions: Use only as directed."
pimprod2037889,BLUME,Milky Fade Spot and Scar Serum,Treatment & Serums,Face Serums,$45.00,,https://media.ulta.com/i/ulta/2608494?w=100&h=100&fmt=auto,118 Reviews,"Benefits
Fade dark spots, scars and hyperpigmentation
Evens skin tone
Brightens Skin
Research Results
After 1 week of use, participants saw a noticeable improvement in skin texture, scarring, discoloration, and brightness
3/4 of participants would recommend this product
Key Ingredients
Niacinamide: Reduces the appearance of hyperpigmentation and evens out the look of skin texture.
Vitamin C: An antioxidant for brighter-looking and more-even-toned skin.
Item 2608494","Water (Aqua), Niacinamide, Butylene Glycol, Centella Asiatica (Gotu Kola) Extract, Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Glycerin, Sodium Citrate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugarcane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrum Limon (Lemon) Fruit Extract, Aloe Barbadensis (Aloe Vera) Leaf Juice, Ascorbyl Glucoside, Sodium Hyaluronate, Citric Acid, Tocopheryl (Vitamin E) Acetate, Xanthan Gum, Tetrasodium Glutamate Diacetate, Ethylhexylglycerin, Phenoxyethanol.","Apply Milky Fade onto clean skin all over or on targeted spots - how you use the power of the fade is up to you. Once it's dry, seal it in with a creamy moisturizer.
Precautions: External use only. Keep away from eyes."
pimprod2032210,r.e.m. beauty,Full Night's Sleep Cooling Blurring Undereye Balm,Eye Treatments,Eye Cream,$24.00,0.5 oz,https://media.ulta.com/i/ulta/2594977?w=100&h=100&fmt=auto,525 Reviews,"Benefits
soothes and locks in moisture instantly
reduces the look of dark circles
translucent blurring effect
clean ingredients
vegan
sustainable packaging
Research Results
100% said the eye area is soothed, hydrated, conditioned, and nourished*
97% said the eye area looks more energized and it improves the appearance of fine lines & texture*
97% said the product preps and primes for makeup & concealer and applies easily over top*
*based on a clinical study of 29 consumers
Features
2022 Allure Readers’ Choice Best New Brand
Item 2594977","Water (Aqua, Eau), Sodium Acrylates Crosspolymer-2, Butylene Glycol, Glycerin, Dipropylene Glycol, 1,2-Hexanediol, C12-14 Pareth-12, Caprylyl Glycol, Carbomer, Tromethamine, Ethylhexylglycerin, Ganoderma Lucidum (Mushroom) Stem Extract, Caffeine, Centella Asiatica Extract, Silica, Tin Oxide, Titanium Dioxide (CI 77891), Yellow 5 (CI 19140), Blue 1 (CI 42090).","01 Keep in the refrigerator and apply in the morning to instantly help depuff and revive the undereye area.
02 Wear alone to instantly feel refreshed and appear more awake.
03 Use under concealer as a refreshing, depuffing primer."
